20 Broadway,Norwood,MA,90,Very Walkable,nan,nan,nan,nan,42.1932749,-71.1983833,2400sqft,3500mo, Retail ,",Zoning,Building,Class,Onsite,Parking,",63875.0,0.063,0.33708,0.41798,0.10112,0.0292,0.9378,0.4704,https://42floors.com/us/ma/norwood/20-broadway?listing=1249737
280 Merrimack St,Lawrence,MA,40,Car-Dependent,nan,nan,nan,nan,42.7403606627364,-71.132901664965,3290sqft,1300sqftyr, Office Medical Live Work Mixed Use ,",Floors,6,Total,Size,400,000,sqft,Year,Constructed,1906,Year,Renovated,2012,Building,Class,B,Close,Public,Transit,McGovern,Transportation,Center,Lawrence,Station,Close,Highway,s,I,495,I,93,I,95,Route,110,Gym,Onsite,Parking,",55663.0,0.104,0.22477,0.28211,0.36697,0.0,0.8435,0.195,https://42floors.com/us/ma/lawrence/280-merrimack-st?listing=1023221
270 West Rd,Portsmouth,NH,50,Somewhat Walkable,nan,nan,nan,nan,43.0429768671663,-70.7759991456492,900sqft,NotProvided, Office ,",Floors,1,Zoning,Building,Class,Close,Highway,s,I,95,",76404.0,0.057,0.13284,0.45203,0.10701,0.0129,0.9171,0.2134,https://42floors.com/us/nh/portsmouth/270-west-rd?listing=1249607
20 Broadway,Norwood,MA,90,Very Walkable,nan,nan,nan,nan,42.1932749,-71.1983833,2400sqft,3500mo, Retail ,",Zoning,Building,Class,Onsite,Parking,",63875.0,0.063,0.33708,0.41798,0.10112,0.0292,0.9378,0.4704,https://42floors.com/us/ma/norwood/20-broadway?listing=1249737
280 Merrimack St,Lawrence,MA,40,Car-Dependent,nan,nan,nan,nan,42.7403606627364,-71.132901664965,3290sqft,1300sqftyr, Office Medical Live Work Mixed Use ,",Floors,6,Total,Size,400,000,sqft,Year,Constructed,1906,Year,Renovated,2012,Building,Class,B,Close,Public,Transit,McGovern,Transportation,Center,Lawrence,Station,Close,Highway,s,I,495,I,93,I,95,Route,110,Gym,Onsite,Parking,",55663.0,0.104,0.22477,0.28211,0.36697,0.0,0.8435,0.195,https://42floors.com/us/ma/lawrence/280-merrimack-st?listing=1023221
270 West Rd,Portsmouth,NH,50,Somewhat Walkable,nan,nan,nan,nan,43.0429768671663,-70.7759991456492,900sqft,NotProvided, Office ,",Floors,1,Zoning,Building,Class,Close,Highway,s,I,95,",76404.0,0.057,0.13284,0.45203,0.10701,0.0129,0.9171,0.2134,https://42floors.com/us/nh/portsmouth/270-west-rd?listing=1249607
577 Central Ave,Dover,NH,85,Very Walkable,nan,nan,nan,nan,43.2019259,-70.8755731,1130sqft,1900mo, Retail ,",Floors,4,Total,Size,61,236,sqft,Lot,Size,2,acres,Elevator,1,Zoning,CBD,Year,Constructed,2017,Number,of,Buildings,1,Close,Highway,s,Route,16,Onsite,Parking,",50524.0,0.111,0.10019,0.3979,0.11069,0.0,0.8828,0.3696,https://42floors.com/us/nh/dover/577-central-ave?listing=1249509
54 Main St,Sturbridge,MA,25,Car-Dependent,nan,nan,nan,nan,42.0865678713559,-72.0586867416397,750sqft,505mo, Office ,",Floors,1,Total,Size,9,306,sqft,Lot,Size,1,acres,Zoning,Commercial,Year,Constructed,1961,Building,Class,B,Close,Highway,s,Route,49,Route,20,Route,148,I,84,I,90,Onsite,Parking,",85098.0,0.109,0.12522,0.21044,0.33044,0.0487,0.8422,0.3128,https://42floors.com/us/ma/sturbridge/54-main-st?listing=1249494
54 Main St,Sturbridge,MA,25,Car-Dependent,nan,nan,nan,nan,42.0865678713559,-72.0586867416397,750sqft,505mo, Office ,",Floors,1,Total,Size,9,306,sqft,Lot,Size,1,acres,Zoning,Commercial,Year,Constructed,1961,Building,Class,B,Close,Highway,s,Route,49,Route,20,Route,148,I,84,I,90,Onsite,Parking,",85098.0,0.109,0.12522,0.21044,0.33044,0.0487,0.8422,0.3128,https://42floors.com/us/ma/sturbridge/54-main-st?listing=1249493
51 Webb Pl,Dover,NH,36,Car-Dependent,nan,nan,nan,nan,43.2184704,-70.8903574,2280sqft,243639, Office Medical ,",Floors,3,Total,Size,21,114,sqft,Parking,Ratio,3,71,1000,Zoning,B,3,Year,Constructed,2004,Building,Class,A,Construction,Type,Brick,Steel,Close,Highway,s,Route,16,Onsite,Parking,",58390.0,0.111,0.2433,0.39208,0.159,0.0,0.778,0.2273,https://42floors.com/us/nh/dover/51-webb-pl?listing=1249450
20 Broadway,Norwood,MA,90,Very Walkable,nan,nan,nan,nan,42.1932749,-71.1983833,2400sqft,3500mo, Retail ,",Zoning,Building,Class,Onsite,Parking,",63875.0,0.063,0.33708,0.41798,0.10112,0.0292,0.9378,0.4704,https://42floors.com/us/ma/norwood/20-broadway?listing=1249737
280 Merrimack St,Lawrence,MA,40,Car-Dependent,nan,nan,nan,nan,42.7403606627364,-71.132901664965,3290sqft,1300sqftyr, Office Medical Live Work Mixed Use ,",Floors,6,Total,Size,400,000,sqft,Year,Constructed,1906,Year,Renovated,2012,Building,Class,B,Close,Public,Transit,McGovern,Transportation,Center,Lawrence,Station,Close,Highway,s,I,495,I,93,I,95,Route,110,Gym,Onsite,Parking,",55663.0,0.104,0.22477,0.28211,0.36697,0.0,0.8435,0.195,https://42floors.com/us/ma/lawrence/280-merrimack-st?listing=1023221
20 Broadway,Norwood,MA,90,Very Walkable,nan,nan,nan,nan,42.1932749,-71.1983833,2400sqft,3500mo, Retail ,",Zoning,Building,Class,Onsite,Parking,",63875.0,0.063,0.33708,0.41798,0.10112,0.0292,0.9378,0.4704,https://42floors.com/us/ma/norwood/20-broadway?listing=1249737
280 Merrimack St,Lawrence,MA,40,Car-Dependent,nan,nan,nan,nan,42.7403606627364,-71.132901664965,3290sqft,1300sqftyr, Office Medical Live Work Mixed Use ,",Floors,6,Total,Size,400,000,sqft,Year,Constructed,1906,Year,Renovated,2012,Building,Class,B,Close,Public,Transit,McGovern,Transportation,Center,Lawrence,Station,Close,Highway,s,I,495,I,93,I,95,Route,110,Gym,Onsite,Parking,",55663.0,0.104,0.22477,0.28211,0.36697,0.0,0.8435,0.195,https://42floors.com/us/ma/lawrence/280-merrimack-st?listing=1023221
270 West Rd,Portsmouth,NH,50,Somewhat Walkable,nan,nan,nan,nan,43.0429768671663,-70.7759991456492,900sqft,NotProvided, Office ,",Floors,1,Zoning,Building,Class,Close,Highway,s,I,95,",76404.0,0.057,0.13284,0.45203,0.10701,0.0129,0.9171,0.2134,https://42floors.com/us/nh/portsmouth/270-west-rd?listing=1249607
577 Central Ave,Dover,NH,85,Very Walkable,nan,nan,nan,nan,43.2019259,-70.8755731,1130sqft,1900mo, Retail ,",Floors,4,Total,Size,61,236,sqft,Lot,Size,2,acres,Elevator,1,Zoning,CBD,Year,Constructed,2017,Number,of,Buildings,1,Close,Highway,s,Route,16,Onsite,Parking,",50524.0,0.111,0.10019,0.3979,0.11069,0.0,0.8828,0.3696,https://42floors.com/us/nh/dover/577-central-ave?listing=1249509
54 Main St,Sturbridge,MA,25,Car-Dependent,nan,nan,nan,nan,42.0865678713559,-72.0586867416397,750sqft,505mo, Office ,",Floors,1,Total,Size,9,306,sqft,Lot,Size,1,acres,Zoning,Commercial,Year,Constructed,1961,Building,Class,B,Close,Highway,s,Route,49,Route,20,Route,148,I,84,I,90,Onsite,Parking,",85098.0,0.109,0.12522,0.21044,0.33044,0.0487,0.8422,0.3128,https://42floors.com/us/ma/sturbridge/54-main-st?listing=1249494
54 Main St,Sturbridge,MA,25,Car-Dependent,nan,nan,nan,nan,42.0865678713559,-72.0586867416397,750sqft,505mo, Office ,",Floors,1,Total,Size,9,306,sqft,Lot,Size,1,acres,Zoning,Commercial,Year,Constructed,1961,Building,Class,B,Close,Highway,s,Route,49,Route,20,Route,148,I,84,I,90,Onsite,Parking,",85098.0,0.109,0.12522,0.21044,0.33044,0.0487,0.8422,0.3128,https://42floors.com/us/ma/sturbridge/54-main-st?listing=1249493
51 Webb Pl,Dover,NH,36,Car-Dependent,nan,nan,nan,nan,43.2184704,-70.8903574,2280sqft,243639, Office Medical ,",Floors,3,Total,Size,21,114,sqft,Parking,Ratio,3,71,1000,Zoning,B,3,Year,Constructed,2004,Building,Class,A,Construction,Type,Brick,Steel,Close,Highway,s,Route,16,Onsite,Parking,",58390.0,0.111,0.2433,0.39208,0.159,0.0,0.778,0.2273,https://42floors.com/us/nh/dover/51-webb-pl?listing=1249450
369 Main St,Spencer,MA,16,Car-Dependent,nan,nan,nan,nan,42.2536055800271,-71.9693768769797,210sqft,500mo, Office ,",Floors,3,Year,Constructed,1988,Close,Highway,s,Route,9,ADA,Accessible,Onsite,Parking,",81607.0,0.109,0.19509,0.30832,0.27422,0.0382,0.8594,0.2047,https://42floors.com/us/ma/spencer/369-main-st?listing=1249448
5 Hanson St,Dover,NH,82,Very Walkable,nan,nan,nan,nan,43.1911027,-70.8726092,1650sqft,1270sqftyr, Available Soon if new Date Date parse 2018 09 01 18 30 00 UTC var elements document querySelectorAll available soon Array prototype forEach call elements function el i el style display none Office ,",Floors,2,Total,Size,1,653,sqft,Lot,Size,15,000,sqft,Zoning,Office,Building,Class,C,Onsite,Parking,",42872.0,0.111,0.34678,0.30265,0.1198,0.0252,0.9162,0.3415,https://42floors.com/us/nh/dover/5-hanson-st?listing=1249436
51 Webb Pl,Dover,NH,36,Car-Dependent,nan,nan,nan,nan,43.2184704,-70.8903574,2280sqft,243639, Office Medical ,",Floors,3,Total,Size,21,114,sqft,Parking,Ratio,3,71,1000,Zoning,B,3,Year,Constructed,2004,Building,Class,A,Construction,Type,Brick,Steel,Close,Highway,s,Route,16,Onsite,Parking,",58390.0,0.111,0.2433,0.39208,0.159,0.0,0.778,0.2273,https://42floors.com/us/nh/dover/51-webb-pl?listing=1249435
2 Omni Way,Chelmsford,MA,16,Car-Dependent,nan,nan,nan,nan,42.5907983,-71.3178739,82290sqft,NotProvided, Office ,",Floors,2,Total,Size,82,228,sqft,Parking,Ratio,3,7,1000,Elevators,2,Year,Constructed,1984,Year,Renovated,2001,Building,Class,B,Close,Highway,s,I,95,I,495,Route,129,Route,3,Onsite,Parking,Freight,Elevator,",111712.0,0.082,0.02865,0.24642,0.52149,0.0774,0.9155,0.4299,https://42floors.com/us/ma/chelmsford/2-omni-way?listing=1249430
55 Pine St,Providence,RI,85,Very Walkable,,,89,Very Bikeable,41.823053638932,-71.409600817777,160sqft,NotProvided, Office ,",Elevator,1,Construction,Type,Brick,",125702.0,0.175,0.34167,0.0375,0.50833,0.1125,0.9492,0.5066,https://42floors.com/us/ri/providence/55-pine-st?listing=1249422
55 Pine St,Providence,RI,85,Very Walkable,,,89,Very Bikeable,41.823053638932,-71.409600817777,160sqft,NotProvided, Office ,",Elevator,1,Construction,Type,Brick,",125702.0,0.175,0.34167,0.0375,0.50833,0.1125,0.9492,0.5066,https://42floors.com/us/ri/providence/55-pine-st?listing=1249420
55 Pine St,Providence,RI,85,Very Walkable,,,89,Very Bikeable,41.823053638932,-71.409600817777,160sqft,NotProvided, Office ,",Elevator,1,Construction,Type,Brick,",125702.0,0.175,0.34167,0.0375,0.50833,0.1125,0.9492,0.5066,https://42floors.com/us/ri/providence/55-pine-st?listing=1249418
250214134011,1021,20 Broadway,Norwood,MA,90,Very Walkable,nan,nan,nan,nan,42.1932749,-71.1983833,2400sqft,3500mo, Retail ,",Zoning,Building,Class,Onsite,Parking,",63875.0,0.063,0.33708,0.41798,0.10112,0.0292,0.9378,0.4704,https://42floors.com/us/ma/norwood/20-broadway?listing=1249737
250092526012,2009,280 Merrimack St,Lawrence,MA,40,Car-Dependent,nan,nan,nan,nan,42.7403606627364,-71.132901664965,3290sqft,1300sqftyr, Office Medical Live Work Mixed Use ,",Floors,6,Total,Size,400,000,sqft,Year,Constructed,1906,Year,Renovated,2012,Building,Class,B,Close,Public,Transit,McGovern,Transportation,Center,Lawrence,Station,Close,Highway,s,I,495,I,93,I,95,Route,110,Gym,Onsite,Parking,",55663.0,0.104,0.22477,0.28211,0.36697,0.0,0.8435,0.195,https://42floors.com/us/ma/lawrence/280-merrimack-st?listing=1023221
250214134011,1021,20 Broadway,Norwood,MA,90,Very Walkable,nan,nan,nan,nan,42.1932749,-71.1983833,2400sqft,3500mo, Retail ,",Zoning,Building,Class,Onsite,Parking,",63875.0,0.063,0.33708,0.41798,0.10112,0.0292,0.9378,0.4704,https://42floors.com/us/ma/norwood/20-broadway?listing=1249737
250092173003,3020,374 Rantoul St,Beverly,MA,92,Walker's Paradise,nan,nan,nan,nan,42.5529849931463,-70.8826429980564,2050sqft,3500mo, Restaurant ,",Total,Size,2,046,sqft,Lot,Size,4,500,sqft,Construction,Type,Wood,ADA,Accessible,",56320.0,0.104,0.13603,0.48529,0.21507,0.0,0.828,0.2175,https://42floors.com/us/ma/beverly/374-rantoul-st?listing=1247323
330110021001,1009,195 McGregor St,Manchester,NH,63,Somewhat Walkable,nan,nan,nan,nan,42.9925083,-71.4720202,2590sqft,1400sqftyr, Office Medical ,",Floors,5,Total,Size,555,774,sqft,Lot,Size,10,acres,Parking,Ratio,4,1000,Elevators,2,Zoning,Mixed,use,Year,Constructed,1890,Year,Renovated,2004,Building,Class,B,Construction,Type,Brick,Wood,Number,of,Buildings,2,Close,Highway,s,I,293,Close,To,Catholic,Medical,Center,Manchester,Boston,Regional,Airport,Onsite,Parking,Freight,Elevator,On,Site,Security,",28759.0,0.076,0.3935,0.16585,0.10569,0.0,0.6047,0.1455,https://42floors.com/us/nh/manchester/195-mcgregor-st?listing=1243128
250235022004,4008,200 VFW Dr,Rockland,MA,29,Car-Dependent,nan,nan,nan,nan,42.1484592903777,-70.9158848979871,1700sqft,2500sqftyr, Retail ,",Total,Size,4,200,sqft,",88865.0,0.083,0.04337,0.54699,0.34699,0.0337,0.9838,0.1069,https://42floors.com/us/ma/rockland/200-vfw-dr?listing=1038442
330110021001,1009,195 McGregor St,Manchester,NH,63,Somewhat Walkable,nan,nan,nan,nan,42.9925083,-71.4720202,2590sqft,1400sqftyr, Office Medical ,",Floors,5,Total,Size,555,774,sqft,Lot,Size,10,acres,Parking,Ratio,4,1000,Elevators,2,Zoning,Mixed,use,Year,Constructed,1890,Year,Renovated,2004,Building,Class,B,Construction,Type,Brick,Wood,Number,of,Buildings,2,Close,Highway,s,I,293,Close,To,Catholic,Medical,Center,Manchester,Boston,Regional,Airport,Onsite,Parking,Freight,Elevator,On,Site,Security,",28759.0,0.076,0.3935,0.16585,0.10569,0.0,0.6047,0.1455,https://42floors.com/us/nh/manchester/195-mcgregor-st?listing=1243124
250173583002,2003,442 Marrett Rd,Lexington,MA,35,Car-Dependent,nan,nan,nan,nan,42.4342082,-71.2432618,2510sqft,100sqftmo, Industrial Office Retail ,",Floors,2,Lot,Size,42,253,acres,Close,Highway,s,Route,128,Route,2,ADA,Accessible,Onsite,Parking,",114234.0,0.082,0.03704,0.22519,0.36,0.2415,0.9622,0.6313,https://42floors.com/us/ma/lexington/442-marrett-rd?listing=1245384
250173333001,1010,25 Garfield Ave,Woburn,MA,67,Somewhat Walkable,,,nan,nan,42.4777480975556,-71.1449322626541,13130sqft,NotProvided, Industrial Office ,",Floors,2,Total,Size,13,128,sqft,",47307.0,0.082,0.29243,0.26994,0.16564,0.0184,0.8753,0.1988,https://42floors.com/us/ma/woburn/25-garfield-ave?listing=1249224
250056425002,2006,1200 Airport Rd,Fall River,MA,8,Car-Dependent,,,nan,nan,41.7463736832824,-71.102713794373,21700sqft,NotProvided, Industrial ,",Total,Size,21,700,sqft,Onsite,Parking,",73276.0,0.128,0.0674,0.37705,0.34244,0.0273,0.7592,0.1897,https://42floors.com/us/ma/fall-river/1200-airport-rd?listing=1038431
250173881003,3010,85 Swanson Rd,Boxborough,MA,14,Car-Dependent,nan,nan,nan,nan,42.491561321939,-71.5470955053766,4040sqft,1548sqftyr, Office ,",Floors,2,Total,Size,96,933,sqft,Lot,Size,22,acres,Parking,Ratio,3,50,1000,Elevators,2,Year,Constructed,1986,Building,Class,B,Close,Highway,s,I,495,Route,2,I,95,I,93,I,90,Route,111,Route,3,Close,To,Manchester,Boston,Regional,Airport,Logan,International,Airport,Onsite,Parking,Key,Card,Access,Freight,Elevator,",45346.0,0.082,0.18628,0.16275,0.30784,0.0333,0.9192,0.5975,https://42floors.com/us/ma/boxborough/85-swanson-rd?listing=793818
250092526012,2009,280 Merrimack St,Lawrence,MA,40,Car-Dependent,nan,nan,nan,nan,42.7403606627364,-71.132901664965,3290sqft,1300sqftyr, Office Medical Live Work Mixed Use ,",Floors,6,Total,Size,400,000,sqft,Year,Constructed,1906,Year,Renovated,2012,Building,Class,B,Close,Public,Transit,McGovern,Transportation,Center,Lawrence,Station,Close,Highway,s,I,495,I,93,I,95,Route,110,Gym,Onsite,Parking,",55663.0,0.104,0.22477,0.28211,0.36697,0.0,0.8435,0.195,https://42floors.com/us/ma/lawrence/280-merrimack-st?listing=1023221
330130350001,1050,38 Main St,Pittsfield,NH,57,Somewhat Walkable,nan,nan,nan,nan,43.304932,-71.3275137,440sqft,19900, Office Retail Restaurant ,",Floors,1,Total,Size,435,sqft,Lot,Size,436,sqft,Zoning,20,Commercial,Construction,Type,Wood,Close,Highway,s,Route,107,Onsite,Parking,",58796.0,0.095,0.17504,0.50081,0.05673,0.0,0.7246,0.1121,https://42floors.com/us/nh/pittsfield/38-main-st?listing=1244794
250173213003,3018,67 Forest St,Marlborough,MA,23,Car-Dependent,nan,nan,nan,nan,42.3335486999057,-71.5706083198867,26650sqft,1900sqftyr, Office ,",Floors,3,Total,Size,62,610,sqft,Year,Constructed,1984,Building,Class,B,Close,Highway,s,Route,20,I,495,Close,To,Williams,Lake,Gym,Common,Showers,Onsite,Parking,Key,Card,Access,",28286.0,0.082,0.45912,0.16195,0.11006,0.0173,0.5992,0.0692,https://42floors.com/us/ma/marlborough/67-forest-st?listing=1098380
330130321001,1018,83 Clinton St,Concord,NH,32,Car-Dependent,nan,nan,nan,nan,43.189706,-71.5502313,140sqft,500mo, Office ,",Floors,1,Zoning,RM,Year,Constructed,1968,Building,Class,Number,of,Buildings,1,Close,Highway,s,I,89,Onsite,Parking,",83718.0,0.095,0.10064,0.42971,0.26518,0.0703,0.9325,0.3774,https://42floors.com/us/nh/concord/83-clinton-st?listing=1240893
250173881003,3010,85 Swanson Rd,Boxborough,MA,14,Car-Dependent,nan,nan,nan,nan,42.491561321939,-71.5470955053766,4040sqft,1548sqftyr, Office ,",Floors,2,Total,Size,96,933,sqft,Lot,Size,22,acres,Parking,Ratio,3,50,1000,Elevators,2,Year,Constructed,1986,Building,Class,B,Close,Highway,s,I,495,Route,2,I,95,I,93,I,90,Route,111,Route,3,Close,To,Manchester,Boston,Regional,Airport,Logan,International,Airport,Onsite,Parking,Key,Card,Access,Freight,Elevator,",45346.0,0.082,0.18628,0.16275,0.30784,0.0333,0.9192,0.5975,https://42floors.com/us/ma/boxborough/85-swanson-rd?listing=793816
330130390004,4014,633 Maple St,Hopkinton,NH,10,Car-Dependent,nan,nan,nan,nan,43.2059376,-71.7066676,6230sqft,435000, Industrial Office ,",Floors,2,Total,Size,6,227,sqft,Lot,Size,2,acres,Zoning,M,1,Year,Constructed,1984,Building,Class,B,Construction,Type,Wood,Number,of,Buildings,4,Close,Highway,s,I,89,Route,127,I,93,Close,To,Manchester,Airport,Boston,Airport,Onsite,Parking,",102445.0,0.095,0.04142,0.3787,0.33333,0.1144,0.969,0.4496,https://42floors.com/us/nh/hopkinton/633-maple-st?listing=1243121
330151072003,3001,270 West Rd,Portsmouth,NH,50,Somewhat Walkable,nan,nan,nan,nan,43.0429768671663,-70.7759991456492,900sqft,NotProvided, Office ,",Floors,1,Zoning,Building,Class,Close,Highway,s,I,95,",76404.0,0.057,0.13284,0.45203,0.10701,0.0129,0.9171,0.2134,https://42floors.com/us/nh/portsmouth/270-west-rd?listing=1249607
250173550003,3010,2285 Massachusetts Ave,Cambridge,MA,96,Walker's Paradise,,,79,Very Bikeable,42.3950117,-71.1273163,1860sqft,814000, Retail ,",Floors,2,Lot,Size,1,085,sqft,Zoning,C,Year,Constructed,1965,Year,Renovated,1998,Close,Public,Transit,T,Station,Onsite,Parking,",48337.0,0.082,0.18093,0.23716,0.22005,0.1198,0.8343,0.6049,https://42floors.com/us/ma/cambridge/2285-massachusetts-ave?listing=1245357
330130330002,2025,46 Dover Rd,Chichester,NH,12,Car-Dependent,nan,nan,nan,nan,43.2375006,-71.3896272,1810sqft,229000, Mixed Use Other ,",Total,Size,1,810,sqft,Lot,Size,2,acres,Zoning,Commercial,Industrial,Year,Constructed,1863,Construction,Type,Stone,Wood,Close,Highway,s,Route,4,Onsite,Parking,",77780.0,0.095,0.09599,0.43979,0.24782,0.0646,0.8749,0.2813,https://42floors.com/us/nh/chichester/46-dover-rd?listing=1244788
250173261022,2012,3 Forge Village Rd,Groton,MA,29,Car-Dependent,nan,nan,nan,nan,42.5786766385655,-71.5177375027032,2880sqft,1300sqftyr, Office ,",Lot,Size,2,acres,Close,Highway,s,Route,225,Route,119,Route,495,I,495,Onsite,Parking,",133032.0,0.082,0.05723,0.25402,0.31827,0.2952,0.8924,0.4073,https://42floors.com/us/ma/groton/3-forge-village-rd?listing=1247304
330170815001,1030,577 Central Ave,Dover,NH,85,Very Walkable,nan,nan,nan,nan,43.2019259,-70.8755731,1130sqft,1900mo, Retail ,",Floors,4,Total,Size,61,236,sqft,Lot,Size,2,acres,Elevator,1,Zoning,CBD,Year,Constructed,2017,Number,of,Buildings,1,Close,Highway,s,Route,16,Onsite,Parking,",50524.0,0.111,0.10019,0.3979,0.11069,0.0,0.8828,0.3696,https://42floors.com/us/nh/dover/577-central-ave?listing=1249509
250277033001,1005,2154 Main St,Athol,MA,26,Car-Dependent,nan,nan,nan,nan,42.5861315512666,-72.2080804808076,3370sqft,269900, Office ,",Floors,2,Total,Size,3,372,sqft,Lot,Size,3,acres,Year,Constructed,1880,Close,Highway,s,Route,2,",40327.0,0.109,0.23486,0.31397,0.08282,0.0185,0.7515,0.1206,https://42floors.com/us/ma/athol/2154-main-st?listing=1249165
